Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-13,11.640000343322754,11.640000343322754,11.0600004196167,11.0600004196167,71099,0,0
2017-06-14,10.5600004196167,11.039999961853027,10.510000228881836,10.829999923706055,122846,0,0
2017-06-15,10.289999961853027,11.270000457763672,10.289999961853027,10.380000114440918,45533,0,0
2017-06-16,10.890000343322754,10.890000343322754,9.930000305175781,10.140000343322754,28010,0,0
2017-06-19,9.989999771118164,10.640000343322754,9.800000190734863,9.829999923706055,33110,0,0
2017-06-20,9.34000015258789,10.319999694824219,9.34000015258789,10.029999732971191,25671,0,0
2017-06-21,10.0,10.390000343322754,9.739999771118164,10.0,7504,0,0
2017-06-22,10.0,10.300000190734863,9.649999618530273,9.869999885559082,20340,0,0
2017-06-23,9.5,10.260000228881836,9.449999809265137,9.989999771118164,7491,0,0
2017-06-27,9.520000457763672,10.470000267028809,9.5,9.5,14102,0,0
2017-06-28,9.100000381469727,9.600000381469727,9.09000015258789,9.319999694824219,13523,0,0
2017-06-29,9.0,9.739999771118164,9.0,9.15999984741211,3870,0,0
2017-06-30,9.0,9.609999656677246,9.0,9.609999656677246,15908,0,0
2017-07-03,9.600000381469727,9.899999618530273,9.600000381469727,9.8100004196167,7700,0,0
2017-07-04,10.0,10.0,9.510000228881836,9.720000267028809,8840,0,0
2017-07-05,9.5,9.75,9.25,9.430000305175781,9253,0,0
2017-07-06,9.270000457763672,9.890000343322754,9.109999656677246,9.25,14601,0,0
2017-07-07,9.0,9.6899995803833,9.0,9.350000381469727,14830,0,0
2017-07-10,9.0,9.449999809265137,8.899999618530273,9.0,24933,0,0
2017-07-11,8.65999984741211,9.1899995803833,8.65999984741211,8.819999694824219,13038,0,0
2017-07-12,8.760000228881836,8.899999618530273,8.380000114440918,8.649999618530273,33268,0,0
2017-07-13,9.0,9.0,8.220000267028809,8.239999771118164,29055,0,0
2017-07-14,7.900000095367432,8.399999618530273,7.849999904632568,8.140000343322754,17933,0,0
2017-07-17,8.449999809265137,8.539999961853027,8.039999961853027,8.050000190734863,15921,0,0
2017-07-18,7.650000095367432,8.0,7.650000095367432,7.75,12603,0,0
2017-07-19,7.869999885559082,8.130000114440918,7.369999885559082,7.909999847412109,6495,0,0
