Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-13,800.6817336961774,802.7022563198167,788.0418521326087,789.92138671875,19381,0.0,0
2017-06-14,790.34440505763,796.8758001383784,781.9804520248944,794.1504516601562,29097,0.0,0
2017-06-15,791.3781409605864,794.0095356885801,785.6455825007132,786.9142456054688,12136,0.0,0
2017-06-16,790.7203806696498,797.1577649645483,787.1022414560891,789.45166015625,33104,0.0,0
2017-06-19,790.3443936415784,795.2781725555122,783.9539867105392,786.4443359375,26672,0.0,0
2017-06-20,787.6660977552373,791.6130750909786,782.8262725265682,784.5648193359375,11025,0.0,0
2017-06-21,785.6455350236231,796.1709412229822,780.0069307052718,791.190185546875,15788,0.0,0
2017-06-22,793.351700055935,802.5614096788395,791.4721651386544,796.546875,18544,0.0,0
2017-06-23,807.2132619459372,807.2132619459372,787.5251224138211,788.9817504882812,13574,0.0,0
2017-06-27,797.8625129981936,797.8625129981936,780.006932613075,786.2564086914062,17131,0.0,0
2017-06-28,785.6455887901377,794.1034958464909,783.3901239649023,787.1962280273438,9692,0.0,0
2017-06-29,790.0625509144378,800.4469703464864,784.3299347332143,787.4312133789062,9386,0.0,0
2017-06-30,784.8937682900213,790.6263266642383,780.0069661867196,787.5720825195312,11116,0.0,0
2017-07-03,791.9890571494685,794.0565571121667,787.5721384470803,792.2239990234375,16827,0.0,0
2017-07-04,790.391395532894,806.3204651447621,781.4166279345801,803.6421508789062,34154,0.0,0
2017-07-05,808.6698808824458,808.6698808824458,794.3384274443781,796.640869140625,15619,0.0,0
2017-07-06,797.0166956510731,803.0312298539047,792.2708818323079,794.6203002929688,94463,0.0,0
2017-07-07,795.9830213099262,808.5288936845524,792.6468583712478,807.072265625,14698,0.0,0
2017-07-10,808.6699857967487,817.5977776213497,803.501264214085,814.0266723632812,74114,0.0,0
2017-07-11,817.5977350975301,819.4772701207428,796.9698267459992,800.2120361328125,29616,0.0,0
2017-07-12,798.8023529637594,815.4832256285908,798.8023529637594,800.8228759765625,20762,0.0,0
2017-07-13,803.2661782587832,805.474608686297,797.8625157551411,800.2589111328125,18057,0.0,0
2017-07-14,803.5010636451814,803.5010636451814,792.3178095234236,793.96240234375,20729,0.0,0
2017-07-17,794.1034325002888,801.0577340243042,788.4648282458489,790.6262817382812,13633,0.0,0
2017-07-18,785.7394276944934,796.8757047722339,782.0273926940915,792.834716796875,13108,0.0,0
2017-07-19,789.5926767308712,795.7481424757709,783.4372109859714,784.98779296875,18285,0.0,0
2017-07-20,784.987689076111,789.8744909738942,780.0069333829057,783.108154296875,13460,0.0,0
2017-07-21,786.585346585171,791.6130794411887,785.9274979059816,788.2769165039062,7969,0.0,0
2017-07-24,797.8625248700619,797.8625248700619,789.7805481506072,792.4588623046875,14168,0.0,0
2017-07-25,798.8023490389162,798.8023490389162,775.3081623024775,795.6071166992188,9853,0.0,0
2017-07-26,798.7553193227778,800.2119473323526,789.4515990467769,796.3118896484375,11124,0.0,0
2017-07-27,799.7421073029185,803.2662352728197,792.223967633796,796.546875,8480,0.0,0
2017-07-28,796.2163067750623,797.0191115459806,791.115965736557,792.4382934570312,9485,4.25,0
2017-07-31,796.2163278295153,797.0191326216623,786.7712942846812,788.1880493164062,12913,0.0,0
2017-08-01,788.6602710893158,803.2528588923464,787.1490888386071,801.5054931640625,11687,0.0,0
2017-08-02,801.8833535355618,803.7723602576715,788.660306480794,793.807861328125,11291,0.0,0
2017-08-03,802.733403567417,802.733403567417,772.1786862401827,774.587158203125,19148,0.0,0
2017-08-04,772.6038032480868,772.6038032480868,744.2687004394772,760.939208984375,37412,0.0,0
2017-08-07,764.0559621587395,788.6602617904036,749.7939276262407,776.9011840820312,86778,0.0,0
2017-08-08,776.8540561601131,779.1681010484707,749.1801177255727,756.7361450195312,25960,0.0,0
2017-08-09,751.8246291778695,765.8032665324997,746.1576093599458,757.9166870117188,22164,0.0,0
2017-08-10,759.3806948129018,767.8812249787178,749.9356612953284,754.5164794921875,18169,0.0,0
2017-08-11,748.0465103516235,764.8586552415626,716.0278298418075,756.3109130859375,826261,0.0,0
2017-08-14,757.4916445121066,771.9897470679825,756.54714121471,765.66162109375,879940,0.0,0
2017-08-16,769.7702456099486,785.5906770381285,763.4420615090945,768.2117919921875,23537,0.0,0
2017-08-17,771.7535819230065,774.3982371392977,760.3723292988299,762.63916015625,10236,0.0,0
2017-08-18,761.2696563088513,761.2696563088513,694.2099223163842,752.296875,39668,0.0,0
2017-08-21,760.325193813423,760.325193813423,708.4719370395301,717.7753295898438,54697,0.0,0
2017-08-22,717.8224831617233,725.6618487508822,684.7648688055913,716.4529418945312,29934,0.0,0
2017-08-23,722.4032066446589,728.16471041192,710.6914022475471,722.9227294921875,21233,0.0,0
2017-08-24,731.9900424615918,739.9711067122056,722.5450096556357,735.343017578125,359912,0.0,0
2017-08-28,735.3902202173855,743.5601965315461,726.7008362841494,729.2037353515625,535120,0.0,0
2017-08-29,728.2120395797248,728.2120395797248,708.3774704082927,721.7894287109375,15181,0.0,0
2017-08-30,728.2121350314819,740.3962521787228,722.5451145254003,739.4989624023438,262485,0.0,0
2017-08-31,739.5460974100523,740.6795129203389,731.753945042705,734.7763671875,12337,0.0,0
2017-09-01,741.4351040329278,757.4916604259977,739.1210593761098,754.46923828125,20870,0.0,0
2017-09-04,759.8529986131055,759.8529986131055,736.0515009865056,742.6630249023438,10098,0.0,0
2017-09-05,740.4906781279379,761.1753259970548,740.4906781279379,753.4776000976562,14923,0.0,0
2017-09-06,754.1858896218068,754.1858896218068,715.9335057399243,743.8435668945312,9074,0.0,0
2017-09-07,758.4361495058454,758.4361495058454,735.6263717635369,737.60986328125,8364,0.0,0
2017-09-08,737.5153541336658,758.6722504067859,727.2675167298166,751.44677734375,44669,0.0,0
2017-09-11,755.1775865525801,756.4999142047196,738.6015655059097,741.0572509765625,28123,0.0,0
2017-09-12,736.7125556930498,756.5471245001704,736.7125556930498,753.9025268554688,19884,0.0,0
2017-09-13,752.2968268671532,756.5470914257247,734.8235170152482,738.0348510742188,19607,0.0,0
2017-09-14,749.8883971928781,749.8883971928781,738.6015713693535,740.9628295898438,16285,0.0,0
2017-09-15,731.9900942073149,737.6099006537141,725.4729980513376,730.431640625,26950,0.0,0
2017-09-18,731.9900453869752,739.3571594754824,730.3371646393272,732.08447265625,21104,0.0,0
2017-09-19,738.6015787331962,741.4350886260345,729.6287974058747,736.3820190429688,15303,0.0,0
2017-09-20,736.9014868257865,741.8601291550675,735.6263727809417,736.2875366210938,7604,0.0,0
2017-09-21,736.2874001622665,738.3181049418243,723.3476958096762,730.2426147460938,21466,0.0,0
2017-09-22,730.5732626648346,730.5732626648346,720.5615512905799,726.322998046875,786061,0.0,0
2017-09-25,724.6229646768048,726.7953108013402,690.2430204829193,698.3657836914062,33968,0.0,0
2017-09-26,698.9324053868836,699.6407828247758,656.5241863792478,684.9065551757812,257602,0.0,0
2017-09-27,685.8983800554518,696.5240432968674,666.8193998612829,671.8252563476562,26191,0.0,0
2017-09-28,676.1700196320119,679.1451708083208,661.1523922349385,670.3140869140625,13291,0.0,0
2017-09-29,673.2891624524665,679.6645598042285,668.2360927957885,670.5973510742188,12055,0.0,0
2017-10-03,672.4863631911064,681.0813203356499,664.2219591490809,667.9527587890625,21260,0.0,0
2017-10-04,667.7638938836675,671.5419074275637,657.9410356103724,662.5219116210938,20915,0.0,0
2017-10-05,662.0968037490303,672.250214077564,659.3577211593799,665.8748168945312,21385,0.0,0
2017-10-06,663.9859450808564,669.889091818773,663.0414416027897,664.36376953125,14866,0.0,0
2017-10-09,661.1523782731065,669.6529088509036,646.0403239125783,647.1265258789062,56119,0.0,0
2017-10-10,651.707269507592,663.0885226121651,650.3849418436316,651.8016967773438,54016,0.0,0
2017-10-11,652.6518012252398,657.6576573461556,637.539747940719,642.9706420898438,46130,0.0,0
2017-10-12,646.9847287122076,657.3742645017467,640.7510302976456,654.9185791015625,38957,0.0,0
2017-10-13,657.2797962890653,660.0660345952721,647.5041536346124,650.6682739257812,20508,0.0,0
2017-10-16,651.7072614533018,652.9823178187223,641.4121526697326,643.1123046875,25312,0.0,0
2017-10-17,645.804236606086,659.12171224695,643.1124248216291,654.5408935546875,23678,0.0,0
2017-10-18,656.4298990312767,656.4298990312767,643.8680146513404,645.6625366210938,22595,0.0,0
2017-10-19,658.3188497101031,658.3188497101031,641.317789028924,645.5680541992188,13713,0.0,0
2017-10-23,646.040244397551,662.2384987307161,645.095741116268,655.1547241210938,21644,0.0,0
2017-10-24,654.6352193347466,664.9303284451194,654.5407920631643,661.718994140625,28179,0.0,0
2017-10-25,668.6611224933378,670.597342727971,653.5962833348675,665.072021484375,41349,0.0,0
2017-10-26,661.1522794501709,665.6386699178686,650.8099572634768,652.27392578125,32746,0.0,0
2017-10-27,670.5973923757477,670.5973923757477,645.0958013980784,646.890380859375,20729,0.0,0
2017-10-30,654.5408068075201,655.6270086947189,639.6176657432218,644.29296875,30135,0.0,0
2017-10-31,646.9848051664006,669.9834390500129,640.9399605699153,660.2550659179688,89880,0.0,0
2017-11-01,673.9030877715071,673.9030877715071,658.5076958943949,661.5773315429688,45428,0.0,0
2017-11-02,662.0968376009735,662.144051238125,651.6600872824943,653.6907348632812,28261,0.0,0
2017-11-03,653.5963036495824,659.6411480141754,651.7072969916356,652.557373046875,33497,0.0,0
2017-11-06,652.5101209410578,658.2716260058859,651.1406371921204,652.7935180664062,21149,0.0,0
2017-11-07,653.6908133590864,659.0744945427427,628.5198310564235,643.2068481445312,37412,0.0,0
2017-11-08,661.1050675164813,661.1050675164813,639.4287061977736,644.6234741210938,20470,0.0,0
2017-11-09,647.9293102080404,700.8214987964518,644.2457240150403,693.9266357421875,331823,0.0,0
2017-11-10,703.088314067504,714.8001209732553,698.8380490090173,709.5109252929688,137686,0.0,0
2017-11-13,721.5533339227803,754.6581642675119,712.1555142148985,743.371337890625,176022,0.0,0
2017-11-14,745.2130622288689,760.5612399997423,737.7042498821532,751.8245849609375,428716,0.0,0
2017-11-15,755.6027214148487,779.2153064590627,754.6582180130802,774.6817016601562,122330,0.0,0
2017-11-16,787.7157025152258,793.3827219577814,741.4350437343552,748.7549438476562,113939,0.0,0
2017-11-17,750.549559099604,761.4585605207145,736.7125629038502,755.0359497070312,64911,0.0,0
2017-11-20,757.4031799513085,768.3395435164945,755.5567673979007,761.095947265625,28338,2.0,0
2017-11-21,766.0196558344998,766.0196558344998,753.8523704502951,760.7645263671875,10245,0.0,0
2017-11-22,760.3384633008436,762.1848758598873,741.2116311213263,745.1411743164062,19485,0.0,0
2017-11-23,757.4978705193528,757.4978705193528,740.028064322,744.9044799804688,11500,0.0,0
2017-11-24,746.6088722886105,756.5983643479219,746.1354360981929,748.2185668945312,404209,0.0,0
2017-11-27,748.265866168875,763.0844413966543,741.9691419952178,753.52099609375,24524,0.0,0
2017-11-28,752.7633586808262,765.072696621519,752.7633586808262,757.8291015625,26375,0.0,0
2017-11-29,751.816545953955,772.8371208879927,751.816545953955,761.9954223632812,32069,0.0,0
2017-11-30,756.5509955784743,761.7114613621343,751.7693018457713,756.5983276367188,25988,0.0,0
2017-12-01,757.4979054632926,766.0197568997546,724.3573720992734,733.2579956054688,23198,0.0,0
2017-12-04,738.560362626454,743.8628241642095,720.2384075167579,723.5997924804688,18003,0.0,0
2017-12-05,719.6229390609989,740.4541294022383,716.7823221962844,735.0569458007812,21499,0.0,0
2017-12-06,738.5604187331274,747.0822697185097,721.516716762363,723.4104614257812,21900,0.0,0
2017-12-07,723.3631643647424,733.77876051746,723.3158323043671,726.8192138671875,14133,0.0,0
2017-12-08,729.0916612413195,737.1400756835938,729.0916612413195,732.879150390625,12280,0.0,0
2017-12-11,738.3709690357833,744.7150246696629,737.613482794237,739.3651733398438,12926,0.0,0
2017-12-12,734.772929815033,738.5604191439764,727.671387323264,729.8491821289062,11989,0.0,0
2017-12-13,730.9853863251586,740.217390880431,727.1978972768417,736.4772338867188,7754,0.0,0
2017-12-14,745.1885226858475,746.1353950145461,727.2452804985077,730.8433837890625,16983,0.0,0
2017-12-15,739.6967069636785,743.2001462909952,733.9207508314798,738.32373046875,3802,0.0,0
2017-12-18,733.8261108398438,738.5604728452621,714.3678945560754,733.8261108398438,12893,0.0,0
