,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
5324,3068,EC3RG-MF,EC3RG,,-1.0,1,,NSE,1.0
5349,5329,SFMP48GR-MF,SFMP48GR,,-1.0,1,,NSE,1.0
5363,11019,UTIRGR32P2-MF,UTIRGR32P2,,-1.0,1,,NSE,1.0
5367,18173,BPF01QDR-MF,BPF01QDR,,-1.0,1,,NSE,1.0
5377,18168,BPF01D3R-MF,BPF01D3R,,-1.0,1,,NSE,1.0
5384,5438,H1372D42DD-MF,H1372D42DD,,-1.0,1,,NSE,1.0
5397,18169,BPF01GPG-MF,BPF01GPG,,-1.0,1,,NSE,1.0
5429,5595,SFMP50GD-MF,SFMP50GD,,-1.0,1,,NSE,1.0
5433,10146,SFMP8DD-MF,SFMP8DD,,-1.0,1,,NSE,1.0
5450,3842,MC1DD-MF,MC1DD,,-1.0,1,,NSE,1.0
5476,4962,ABSLFTTIDG-MF,ABSLFTTIDG,,-1.0,1,,NSE,1.0
5486,3157,SFMP42DD-MF,SFMP42DD,,-1.0,1,,NSE,1.0
5489,17550,IF2DPD-MF,IF2DPD,,-1.0,1,,NSE,1.0
5494,29982,UFDQIPIGVI-MF,UFDQIPIGVI,,-1.0,1,,NSE,1.0
5505,8543,H1162D46DQ-MF,H1162D46DQ,,-1.0,1,,NSE,1.0
5510,17579,FISTIP2MDP-MF,FISTIP2MDP,,-1.0,1,,NSE,1.0
5518,10405,UTIRQP32P1-MF,UTIRQP32P1,,-1.0,1,,NSE,1.0
5557,8465,H1861D46RQ-MF,H1861D46RQ,,-1.0,1,,NSE,1.0
5563,17986,PGIMCSA2D-MF,PGIMCSA2D,,-1.0,1,,NSE,1.0
5564,10671,SFMP9GD-MF,SFMP9GD,,-1.0,1,,NSE,1.0
5566,4969,ABSLFTTIRG-MF,ABSLFTTIRG,,-1.0,1,,NSE,1.0
5573,10158,SFMP8GR-MF,SFMP8GR,,-1.0,1,,NSE,1.0
5582,8773,H1876D46DG-MF,H1876D46DG,,-1.0,1,,NSE,1.0
5583,4100,IPRU8606-MF,IPRU8606,,-1.0,1,,NSE,1.0
5588,1856,EC1RD-MF,EC1RD,,-1.0,1,,NSE,1.0
5613,5974,H1344D43DG-MF,H1344D43DG,,-1.0,1,,NSE,1.0
5622,18167,BPF01D3D-MF,BPF01D3D,,-1.0,1,,NSE,1.0
5636,3843,MC1DG-MF,MC1DG,,-1.0,1,,NSE,1.0
5639,15224,SFMP26DD-MF,SFMP26DD,,-1.0,1,,NSE,1.0
5652,9238,SCPOFA1GR-MF,SCPOFA1GR,,-1.0,1,,NSE,1.0
5654,8770,H1876D46DD-MF,H1876D46DD,,-1.0,1,,NSE,1.0
5704,8554,H1162D46RQ-MF,H1162D46RQ,,-1.0,1,,NSE,1.0
5756,14544,SFMP22DD-MF,SFMP22DD,,-1.0,1,,NSE,1.0
5795,5298,EC7DD-MF,EC7DD,,-1.0,1,,NSE,1.0
5805,8455,H1861D46RG-MF,H1861D46RG,,-1.0,1,,NSE,1.0
5828,23851,UFIS2QPRR5-MF,UFIS2QPRR5,,-1.0,1,,NSE,1.0
5839,18200,FISTIPD3QD-MF,FISTIPD3QD,,-1.0,1,,NSE,1.0
5851,17985,PGIMCSA1G-MF,PGIMCSA1G,,-1.0,1,,NSE,1.0
5853,10732,SFMP10DR-MF,SFMP10DR,,-1.0,1,,NSE,1.0
5857,17585,FISTPIP2GP-MF,FISTPIP2GP,,-1.0,1,,NSE,1.0
5877,8538,H1162D46DD-MF,H1162D46DD,,-1.0,1,,NSE,1.0
5903,24103,UIAIPRPIII-MF,UIAIPRPIII,,-1.0,1,,NSE,1.0
5937,9887,SFMP2GR-MF,SFMP2GR,,-1.0,1,,NSE,1.0
5942,3610,IMFFM31DRD-MF,IMFFM31DRD,,-1.0,1,,NSE,1.0
5950,4411,EC5DG-MF,EC5DG,,-1.0,1,,NSE,1.0
5958,17500,IF2GP-MF,IF2GP,,-1.0,1,,NSE,1.0
5984,24049,UTFIAIPIGI-MF,UTFIAIPIGI,,-1.0,1,,NSE,1.0
6029,18197,FISTIP3WDP-MF,FISTIP3WDP,,-1.0,1,,NSE,1.0
6082,25456,UTFIQIPRGI-MF,UTFIQIPRGI,,-1.0,1,,NSE,1.0
6094,3062,EC3DG-MF,EC3DG,,-1.0,1,,NSE,1.0
6119,17577,FISTIP2GP-MF,FISTIP2GP,,-1.0,1,,NSE,1.0
6122,3107,SFMP41GD-MF,SFMP41GD,,-1.0,1,,NSE,1.0
6136,9886,SFMP2GD-MF,SFMP2GD,,-1.0,1,,NSE,1.0
6143,4663,H1846D27DG-MF,H1846D27DG,,-1.0,1,,NSE,1.0
6149,29984,UFDQIPIRVI-MF,UFDQIPIRVI,,-1.0,1,,NSE,1.0
6162,20050,M&MFIN-N3,M&MFIN,,-1.0,1,,NSE,1.0
6186,8446,H1861D46DQ-MF,H1861D46DQ,,-1.0,1,,NSE,1.0
6206,3355,SFMP43DR-MF,SFMP43DR,,-1.0,1,,NSE,1.0
6215,5104,ABSLFTTJDG-MF,ABSLFTTJDG,,-1.0,1,,NSE,1.0
6250,18196,FISTIP3QDP-MF,FISTIP3QDP,,-1.0,1,,NSE,1.0
6253,9904,F140G-MF,F140G,,-1.0,1,,NSE,1.0
6255,2701,EC2RG-MF,EC2RG,,-1.0,1,,NSE,1.0
6267,14545,SFMP22DR-MF,SFMP22DR,,-1.0,1,,NSE,1.0
6287,14546,SFMP22GD-MF,SFMP22GD,,-1.0,1,,NSE,1.0
6308,4406,EC5DD-MF,EC5DD,,-1.0,1,,NSE,1.0
6324,14877,SFMP24GD-MF,SFMP24GD,,-1.0,1,,NSE,1.0
6357,4414,EC5RG-MF,EC5RG,,-1.0,1,,NSE,1.0
6360,4101,IPRU8607-MF,IPRU8607,,-1.0,1,,NSE,1.0
6429,25314,UFIQIPRRVI-MF,UFIQIPRRVI,,-1.0,1,,NSE,1.0
6462,5325,SFMP48GD-MF,SFMP48GD,,-1.0,1,,NSE,1.0
6476,14875,SFMP24DD-MF,SFMP24DD,,-1.0,1,,NSE,1.0
6478,13609,SCPOFA6GR-MF,SCPOFA6GR,,-1.0,1,,NSE,1.0
6486,29869,UFDS2QPIG5-MF,UFDS2QPIG5,,-1.0,1,,NSE,1.0
6525,8792,SFMP62DR-MF,SFMP62DR,,-1.0,1,,NSE,1.0
6541,5107,ABSLFTTJRN-MF,ABSLFTTJRN,,-1.0,1,,NSE,1.0
6553,23163,NMFINARDR1-MF,NMFINARDR1,,-1.0,1,,NSE,1.0
6572,16897,SFMP27DR-MF,SFMP27DR,,-1.0,1,,NSE,1.0
6617,17498,FICRF2GPD-MF,FICRF2GPD,,-1.0,1,,NSE,1.0
6635,10672,SFMP9GR-MF,SFMP9GR,,-1.0,1,,NSE,1.0
6663,15226,SFMP26GD-MF,SFMP26GD,,-1.0,1,,NSE,1.0
6676,22998,NMFINQIDP1-MF,NMFINQIDP1,,-1.0,1,,NSE,1.0
6677,5500,SFMP49GR-MF,SFMP49GR,,-1.0,1,,NSE,1.0
6680,17976,UTIDAP33P1-MF,UTIDAP33P1,,-1.0,1,,NSE,1.0
6713,4665,H1846D27RG-MF,H1846D27RG,,-1.0,1,,NSE,1.0
6728,5499,SFMP49GD-MF,SFMP49GD,,-1.0,1,,NSE,1.0
6758,9880,SFMP2DD-MF,SFMP2DD,,-1.0,1,,NSE,1.0
6767,8761,H187646RG-MF,H187646RG,,-1.0,1,,NSE,1.0
6771,25308,UFIQIPRGVI-MF,UFIQIPRGVI,,-1.0,1,,NSE,1.0
